"TI"	"PY"	"AU"	"AIKW"	"IDW"	"AIKS"	"IDS"	"C1W"	"C1"	"C1S"	"DOI"	"SO"	"DT"	"Coder"	"AIK"
"THE POPULATION, TRANSFER AND PERSISTENCE OF FIBRES ON THE SKIN OF LIVING SUBJECTS"	2009	"PALMER R;BURCH HJ"	"FIBRES; PERSISTENCE; TRANSFER; LENGTH; SKIN; BATHING"	"COLORED TEXTILE FIBERS; HEAD HAIR; SIMULATED CONTACTS; CLOTHING; MATERIALS; WEAR"	"BATHING;  FIBRES;  LENGTH;  PERSISTENCE;  SKIN;  TRANSFER"	"POLYESTER;ARM;ARTICLE;COLOR;COTTON;DAILY LIFE ACTIVITY;DEGRADATION;FEMALE;FIBER;HUMAN;MALE;SKIN;WOOL;CLOTHING;FORENSIC MEDICINE;HUMANS;MICROSCOPY;TEXTILES;TOUCH"	"PALMER, R (CORRESPONDING AUTHOR), FORENS SCI SERV INC, HINCHINGBROOKE PK, HUNTINGDON PE296NU, CAMBS, ENGLAND; PALMER, RAY; BURCH, HILARY J, FORENS SCI SERV INC, HUNTINGDON PE296NU, CAMBS, ENGLAND; BURCH, HILARY J, UNIV STRATHCLYDE, CTR FORENS SCI, ROYAL COLL, GLASGOW G1 1XW, LANARK, SCOTLAND"	"THE FORENSIC SCIENCE SERVICE,HINCHINGBROOKE PARK,HUNTINGDON,CAMBRIDGESHIRE PE296NU,UNITED KINGDOM; CENTRE FOR FORENSIC SCIENCE,UNIVERSITY OF STRATHCLYDE,ROYAL COLLEGE,204 GEORGE ST,GLASGOW,G1 1XW,UNITED KINGDOM"	"THE FORENSIC SCIENCE SERVICE,HINCHINGBROOKE PARK,HUNTINGDON,CAMBRIDGESHIRE PE296NU,UNITED KINGDOM; CENTRE FOR FORENSIC SCIENCE,UNIVERSITY OF STRATHCLYDE,ROYAL COLLEGE,204 GEORGE ST,GLASGOW,G1 1XW,UNITED KINGDOM"	"10.1016/j.scijus.2009.02.008"	"SCIENCE AND JUSTICE SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus,WebOfScience"	"FIBRES;PERSISTENCE;TRANSFER;LENGTH;SKIN;BATHING"
"THE PREVALENCE OF TWO `COMMONLY' ENCOUNTERED SYNTHETIC TARGET FIBRES WITHIN A LARGE URBAN ENVIRONMENT"	2015	"PALMER R;BURNETT E;LUFF N;WAGNER C;STINGA G;CARNEY C;SHERIDAN K"	"FIBRES; EVIDENCE EVALUATION; TARGET FIBRE STUDIES; BAYESIAN FRAMEWORK; DISCRIMINATION; INSTRUMENTAL ANALYSIS"	"EVIDENTIAL VALUE; COLORED FIBERS; RAMAN-SPECTROSCOPY; TEXTILE FIBERS;; POPULATION; BLUE; RED; INDIVIDUALITY; SEATS"	"BAYESIAN FRAMEWORK;  DISCRIMINATION;  EVIDENCE EVALUATION;  FIBRES;  INSTRUMENTAL ANALYSIS;  TARGET FIBRE STUDIES"	"ACRYLIC ACID;POLYESTER;ANALYTIC METHOD;ARTICLE;AUDIOVISUAL EQUIPMENT;CLINICAL ASSESSMENT;CLOTHING;COLOR;COMPARATIVE STUDY;CONTROLLED STUDY;DATA BASE;FORENSIC SCIENCE;LABORATORY;NONHUMAN;POPULATION;PREVALENCE;SEAT;SOCIAL WORKER;STEREOMICROSCOPY;SURFACE PROPERTY;SYNTHETIC FIBER;TEXTILE FIBER;TEXTILE INDUSTRY;ULTRAVIOLET SPECTROPHOTOMETRY;URBAN AREA"	"PALMER, R (CORRESPONDING AUTHOR), NORTHUMBRIA UNIV, CTR FORENS SCI, FAC HLTH \& LIFE SCI, ELLISON BLDG, NEWCASTLE UPON TYNE NE1 8ST, TYNE \& WEAR, ENGLAND; PALMER, R; BURNETT, E; LUFF, N; WAGNER, C; STINGA, G; CARNEY, C; SHERIDAN, K, NORTHUMBRIA UNIV, CTR FORENS SCI, FAC HLTH \& LIFE SCI, NEWCASTLE UPON TYNE NE1 8ST, TYNE \& WEAR, ENGLAND"	"NORTHUMBRIA UNIVERSITY CENTRE FOR FORENSIC SCIENCE,FACULTY OF HEALTH AND LIFE SCIENCES,NORTHUMBRIA UNIVERSITY,ELLISON BUILDING,NEWCASTLE UPON TYNE,UNITED KINGDOM"	"NORTHUMBRIA UNIVERSITY CENTRE FOR FORENSIC SCIENCE,FACULTY OF HEALTH AND LIFE SCIENCES,NORTHUMBRIA UNIVERSITY,ELLISON BUILDING,NEWCASTLE UPON TYNE,UNITED KINGDOM"	"10.1016/j.scijus.2015.01.001"	"SCIENCE AND JUSTICE SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus,WebOfScience"	"FIBRES;EVIDENCE EVALUATION;TARGET FIBRE STUDIES;BAYESIAN FRAMEWORK;DISCRIMINATION;INSTRUMENTAL ANALYSIS"
"THE RECOVERY OF FIBRES FROM NON-TEXTILE ITEMS USING A STATIC CHARGE"	2013	"KEUTENIUS E;O'KEEFFE P;ALLEN K"	"FIBRE RECOVERY; STATIC"	""	"FIBRE RECOVERY;  STATIC"	"PLASTIC;ANALYTIC METHOD;ARTICLE;FORENSIC SCIENCE;HUMIDITY;LABORATORY;PAPER;PRODUCT RECOVERY;STANDARD;STATIC ELECTRICITY;TEXTILE FIBER;WEAPON"	"KEUTENIUS, E (CORRESPONDING AUTHOR), METROPOLITAN POLICE SERV, 109 LAMBETH RD, LONDON SE1 7LP, ENGLAND; KEUTENIUS, EMMA, UNIV STRATHCLYDE, GLASGOW, LANARK, SCOTLAND"	"UNIVERSITY OF STRATHCLYDE,GLASGOW,UNITED KINGDOM; FORENSIC SCIENCE SERVICE,UNITED KINGDOM"	"UNIVERSITY OF STRATHCLYDE,GLASGOW,UNITED KINGDOM; FORENSIC SCIENCE SERVICE,UNITED KINGDOM"	"10.1016/j.scijus.2012.10.003"	"SCIENCE AND JUSTICE SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus,WebOfScience"	"FIBRE RECOVERY;STATIC"
"THE REINCORPORATION AND REDISTRIBUTION OF TRACE GEOFORENSIC PARTICULATES ON CLOTHING: AN INTRODUCTORY STUDY"	2010	"MORGAN RM;FRENCH JC;O'DONNELL L;BULL PA"	"TRACE EVIDENCE; UV POWDER; POLLEN; CLOTHING; SPATIAL AND TEMPORAL; DISTRIBUTIONS; FORENSIC PROTOCOL"	"SIMULATED CONTACTS; PERSISTENCE; FIBERS; GLASS; WEAR"	""	""	"MORGAN, RM (CORRESPONDING AUTHOR), UCL, DEPT SECUR \& CRIME SCI, 2-16 TORRINGTON PL, LONDON WC1E 7HN, ENGLAND; MORGAN, R M; FRENCH, J C, UCL, DEPT SECUR \& CRIME SCI, LONDON WC1E 7HN, ENGLAND; FRENCH, J C; O'DONNELL, L; BULL, P A, UNIV OXFORD, OUCE, OXFORD OX1 3QY, ENGLAND"	"MORGAN, RM (CORRESPONDING AUTHOR), UCL, DEPT SECUR \& CRIME SCI, 2-16 TORRINGTON PL, LONDON WC1E 7HN, ENGLAND; MORGAN, R M; FRENCH, J C, UCL, DEPT SECUR \& CRIME SCI, LONDON WC1E 7HN, ENGLAND; FRENCH, J C; O'DONNELL, L; BULL, P A, UNIV OXFORD, OUCE, OXFORD OX1 3QY, ENGLAND"	NA	"10.1016/j.scijus.2010.04.002"	"SCIENCE AND JUSTICE"	"ARTICLE"	"WebOfScience"	"TRACE EVIDENCE;UV POWDER;POLLEN;CLOTHING;SPATIAL AND TEMPORAL;DISTRIBUTIONS;FORENSIC PROTOCOL"
"THE RESEARCH PROGRESS OF FORENSIC FIBER MATERIAL EVIDENCE EXAMINATION"	2018	"L J;LI C;WANG L"	""	""	"DYES;  EXAMINATION RESEARCH;  FIBER MATERIAL EVIDENCE;  FORENSIC SCIENCE;  PROGRESS"	"NA"	NA	"GANSU INSTITUTE OF POLITICAL SCIENCE AND LAW,SCHOOL OF EVIDENCE LAW AND FORENSIC SCIENCE,LANZHOU,730070,CHINA"	"GANSU INSTITUTE OF POLITICAL SCIENCE AND LAW,SCHOOL OF EVIDENCE LAW AND FORENSIC SCIENCE,LANZHOU,730070,CHINA"	"10.3969/j.issn.1001-7003.2018.09.005"	"JOURNAL OF SILK"	"ARTICLE"	"Scopus"	";DYES;EXAMINATION RESEARCH;FIBER MATERIAL EVIDENCE;FORENSIC SCIENCE;PROGRESS"
"THE THERMAL EXPANSION OF SYNTHETIC FIBER-REINFORCED CONCRETE UNDER AIR-DRY AND SATURATED CONDITIONS"	2017	"AL RIKABI FT;SARGAND SM;HUSSEIN HH;KHOURY I"	""	""	"ABSORPTION;  COEFFICIENT OF THERMAL EXPANSION;  FIBER REINFORCED CONCRETE"	"ABSORPTION;EXPANSION;FIBER OPTIC SENSORS;FIBER REINFORCED MATERIALS;FORENSIC ENGINEERING;POLYPROPYLENES;REINFORCED PLASTICS;STEEL FIBERS;SYNTHETIC FIBERS;TENSILE STRENGTH;THERMAL EXPANSION;CONCRETE SPECIMENS;FIBER REINFORCED;FIBER-REINFORCED CONCRETES;POLY (VINYL ALCOHOL) (PVA);PROPERTIES OF CONCRETES;SATURATED CONDITIONS;STEEL REINFORCEMENTS;TEMPERATURE RANGE;REINFORCED CONCRETE"	NA	"DEPT. OF CIVIL ENGINEERING,OHIO UNIV.,STOCKER CENTER,ATHENS,OH  45701,UNITED STATES"	"DEPT. OF CIVIL ENGINEERING,OHIO UNIV.,STOCKER CENTER,ATHENS,OH  45701,UNITED STATES"	"10.1061/9780784481035.002"	"CONGRESS ON TECHNICAL ADVANCEMENT 2017: CONSTRUCTION AND FORENSIC ENGINEERING - PAPERS FROM SESSIONS OF THE 1ST CONGRESS ON TECHNICAL ADVANCEMENT"	"CONFERENCE PAPER"	"Scopus"	";ABSORPTION;COEFFICIENT OF THERMAL EXPANSION;FIBER REINFORCED CONCRETE"
"THE TRANSFER AND PERSISTENCE OF AUTOMOTIVE CARPET FIBRES ON SHOE SOLES"	1999	"ROUX CP;LANGDON S;WAIGHT D;ROBERTSON J"	"FORENSIC SCIENCE; CRIMINALISTICS; FIBRE EVIDENCE; TRANSFER; PERSISTENCE; AUTOMOTIVE CARPET; SHOE"	"SIMULATED CONTACTS; CLOTHING MATERIALS; TEXTILE FIBERS; WEAR"	"AUTOMOTIVE CARPET;  CRIMINALISTICS;  FIBRE EVIDENCE;  FORENSIC SCIENCE;  PERSISTENCE;  SHOE;  TRANSFER"	"ARTICLE;CAR;COLOR;FIBER;FORENSIC SCIENCE;SHOE;STATISTICAL MODEL;TEXTILE;WALKING"	"ROUX, C (CORRESPONDING AUTHOR), UNIV TECHNOL SYDNEY, DEPT CHEM MAT \& FORENS SCI, POB 123, SYDNEY, NSW 2007, AUSTRALIA; UNIV TECHNOL SYDNEY, DEPT CHEM MAT \& FORENS SCI, SYDNEY, NSW 2007, AUSTRALIA; WESTERN SYDNEY AREA HLTH SERV, INST CLIN PATHOL \& MED RES, DIV ANALYT LABS, LIDCOMBE, NSW 2141, AUSTRALIA; AUSTRALIAN FED POLICE, FORENS SERV, CANBERRA, ACT 2601, AUSTRALIA"	"DEPARTMENT OF CHEMISTRY,MATERIALS AND FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY SYDNEY,P.O. BOX 123,BROADWAY NSW 2007,AUSTRALIA; DIVISION OF ANALYTICAL LABORATORIES,INST. OF CLIN. PATHOL. AND MED. RES.,WESTERN SYDNEY AREA HEALTH SERVICE,P.O. BOX 162,LIDCOMBE NSW 2141,AUSTRALIA; FORENSIC SERVICES,AUSTRALIAN FEDERAL POLICE,GPO BOX 401,CANBERRA ACT 2601,AUSTRALIA"	"DEPARTMENT OF CHEMISTRY,MATERIALS AND FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY SYDNEY,P.O. BOX 123,BROADWAY NSW 2007,AUSTRALIA; DIVISION OF ANALYTICAL LABORATORIES,INST. OF CLIN. PATHOL. AND MED. RES.,WESTERN SYDNEY AREA HEALTH SERVICE,P.O. BOX 162,LIDCOMBE NSW 2141,AUSTRALIA; FORENSIC SERVICES,AUSTRALIAN FEDERAL POLICE,GPO BOX 401,CANBERRA ACT 2601,AUSTRALIA"	"10.1016/S1355-0306(99)72055-1"	"SCIENCE AND JUSTICE - JOURNAL OF THE FORENSIC SCIENCE SOCIETY SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC SCIENCE;CRIMINALISTICS;FIBRE EVIDENCE;TRANSFER;PERSISTENCE;AUTOMOTIVE CARPET;SHOE"
"THE TRANSFER AND PERSISTENCE OF SMALL FRAGMENTS OF POLYURETHANE FOAM ONTO CLOTHING"	2002	"WIGGINS KG;EMES A;BRACKLEY LH"	"FORENSIC SCIENCE; CRIMINALISTICS; TRANSFER; PERSISTENCE; POLYURETHANE; FOAM; FIBRE; COTTON"	"SIMULATED CONTACTS; FIBERS; WEAR"	"COTTON;  CRIMINALISTICS;  FIBRE;  FORENSIC SCIENCE;  POLYURETHANE FOAM;  TRANSFER PERSISTENCE"	"POLYURETHAN FOAM;ARTICLE;CLOTHING;COTTON;CRIMINAL BEHAVIOR;CRIMINAL JUSTICE;DEATH;FEMALE;FIBER;FORENSIC IDENTIFICATION;HUMAN;MALE;NORMAL HUMAN;PARTICLE SIZE;SCANNING ELECTRON MICROSCOPY"	"WIGGINS, KG (CORRESPONDING AUTHOR), METROPOLITAN LAB, FORENS SCI SERV, 109 LAMBETH RD, LONDON SE1 7LP, ENGLAND; METROPOLITAN LAB, FORENS SCI SERV, LONDON SE1 7LP, ENGLAND"	"METROPOLITAN LABORATORY,FORENSIC SCIENCE SERVICE,LAMBETH ROAD,LONDON SE1 7LP,UNITED KINGDOM"	"METROPOLITAN LABORATORY,FORENSIC SCIENCE SERVICE,LAMBETH ROAD,LONDON SE1 7LP,UNITED KINGDOM"	"10.1016/S1355-0306(02)71806-6"	"SCIENCE AND JUSTICE - JOURNAL OF THE FORENSIC SCIENCE SOCIETY SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC SCIENCE;CRIMINALISTICS;TRANSFER;PERSISTENCE;POLYURETHANE;FOAM;FIBRE;COTTON;POLYURETHANE FOAM;TRANSFER PERSISTENCE"
"THE USE OF LINEAR DICHROISM IN FORENSIC FIBRE EXAMINATIONS - PART 6. VALIDATION AND PRACTICAL ASPECTS OF MSP-PPL"	2012	"DE WAEL K;LEPOT L;LUNSTROOT K"	"LINEAR DICHROISM (LD); MICROSPECTROPHOTOMETRY (MSP); PLANE POLARIZED; LIGHT (PPL); METHOD VALIDATION; FIBRE EXAMINATION"	""	"FIBRE EXAMINATION;  LINEAR DICHROISM (LD);  METHOD VALIDATION;  MICROSPECTROPHOTOMETRY (MSP);  PLANE POLARIZED LIGHT (PPL)"	"ACETIC ACID;ACRYLIC ACID;POLYAMIDE;POLYESTER;SILK;ARTICLE;CONTROLLED STUDY;COTTON;FIBER;FORENSIC SCIENCE;LINEAR DICHROISM;MICROSPECTROPHOTOMETRY;VALIDATION PROCESS;WOOL"	"DE WAEL, K (CORRESPONDING AUTHOR), NATL INST CRIMINALIST \& CRIMINOL, FIBRES \& TEXT LAB, VILVOORDSESTEENWEG 100, B-1120 BRUSSELS, BELGIUM; DE WAEL, K; LEPOT, L; LUNSTROOT, K, NATL INST CRIMINALIST \& CRIMINOL, FIBRES \& TEXT LAB, VILVOORDSESTEENWEG 100, B-1120 BRUSSELS, BELGIUM"	"NATIONAL INSTITUTE FOR CRIMINALISTICS AND CRIMINOLOGY,FIBRES AND TEXTILES LABORATORY,VILVOORDSESTEENWEG 100,1120 BRUSSELS,BELGIUM"	"NATIONAL INSTITUTE FOR CRIMINALISTICS AND CRIMINOLOGY,FIBRES AND TEXTILES LABORATORY,VILVOORDSESTEENWEG 100,1120 BRUSSELS,BELGIUM"	"10.1016/j.scijus.2011.11.003"	"SCIENCE AND JUSTICE SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus,WebOfScience"	"LINEAR DICHROISM (LD);MICROSPECTROPHOTOMETRY (MSP);PLANE POLARIZED;LIGHT (PPL);METHOD VALIDATION;FIBRE EXAMINATION;PLANE POLARIZED LIGHT (PPL)"
"THE USE OF THE FOSTER \& FREEMAN FX5 FIBRE FINDER IN FORENSIC TEXTILE EXAMINATIONS"	1999	"WIGGINS KG;TURNER YJ;MILES JH"	"FORENSIC SCIENCE; FIBRES; TAPINGS; AUTOMATED SEARCH; FOSTER \& FREEMAN; FX5 FIBRE FINDER"	"THIN-LAYER CHROMATOGRAPHY; WOOL FIBERS; REACTIVE DYES; DYESTUFFS"	"AUTOMATED SEARCH;  FIBRES;  FORENSIC SCIENCE;  FOSTER AND FREEMAN;  FX5 FIBRE FINDER;  TAPINGS"	"ADHESIVE AGENT;ARTICLE;COLOR;FIBER;FORENSIC SCIENCE;INSTRUMENT;MICROSCOPY;TECHNIQUE;TEXTILE"	"WIGGINS, KG (CORRESPONDING AUTHOR), METROPOLITAN POLICE FORENS SCI LAB, FORENS SCI SERV, 109 LAMBETH RD, LONDON SE1 7LP, ENGLAND; METROPOLITAN POLICE FORENS SCI LAB, FORENS SCI SERV, LONDON SE1 7LP, ENGLAND"	"FORENSIC SCIENCE SERVICE,METROPOLITAN LABORATORY,109 LAMBETH ROAD,LONDON SE1 7LP,UNITED KINGDOM"	"FORENSIC SCIENCE SERVICE,METROPOLITAN LABORATORY,109 LAMBETH ROAD,LONDON SE1 7LP,UNITED KINGDOM"	"10.1016/S1355-0306(99)72010-1"	"SCIENCE AND JUSTICE - JOURNAL OF THE FORENSIC SCIENCE SOCIETY SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC SCIENCE;FIBRES;TAPINGS;AUTOMATED SEARCH;FOSTER \& FREEMAN;FX5 FIBRE FINDER;FOSTER AND FREEMAN"
"THE USE OF TRACE EVIDENCE IN MISSING PERSONS INVESTIGATIONS"	2016	"GWINNETT C"	""	""	"FIBRES;  HAIRS;  PERSISTENCE;  SOIL;  TRACE;  TRANSFER"	"NA"	NA	"SCIENCE CENTRE,STAFFORDSHIRE UNIVERSITY,LEEK ROAD,STOKE-ON-TRENT,STAFFORDSHIRE,ST4 2DF,UNITED KINGDOM"	"SCIENCE CENTRE,STAFFORDSHIRE UNIVERSITY,LEEK ROAD,STOKE-ON-TRENT,STAFFORDSHIRE,ST4 2DF,UNITED KINGDOM"	"10.1007/978-3-319-40199-7_30"	"HANDBOOK OF MISSING PERSONS"	"BOOK CHAPTER"	"Scopus"	";FIBRES;HAIRS;PERSISTENCE;SOIL;TRACE;TRANSFER"
"THM PYGC-MS OF WOOD FRAGMENT AND VEGETABLE FIBRE FORENSIC SAMPLES"	2009	"KRISTENSEN R;COULSON SA;GORDON A"	"THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS; CHROMATOGRAPHY-MASS SPECTROMETRY; TETRAMETHYLAMMONIUM HYDROXIDE; WOOD; FIBRES; LIGNIN; SYRINGYL/GUAIACYL RATIO; CINNAMYL/GUAIACYL RATIO; PRINCIPLE COMPONENT ANALYSIS; HIERARCHICAL CLUSTER ANALYSIS"	"THERMALLY ASSISTED HYDROLYSIS; CHROMATOGRAPHY-MASS-SPECTROMETRY;; TETRAMETHYLAMMONIUM HYDROXIDE TMAH; GAS-CHROMATOGRAPHY; LIGNIN;; THERMOCHEMOLYSIS; METHYLATION; GC/MS; ACIDS; EXTRACTIVES"	"CINNAMYL/GUAIACYL RATIO;  FIBRES;  HIERARCHICAL CLUSTER ANALYSIS;  LIGNIN;  PRINCIPLE COMPONENT ANALYSIS;  SYRINGYL/GUAIACYL RATIO;  TETRAMETHYLAMMONIUM HYDROXIDE;  THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS CHROMATOGRAPHY-MASS SPECTROMETRY;  WOOD"	"ALKYLATION;CLUSTER ANALYSIS;DRUG PRODUCTS;FIBERS;FORENSIC SCIENCE;GAS CHROMATOGRAPHY;HARDWOODS;HIERARCHICAL SYSTEMS;HYDROLYSIS;ION CHROMATOGRAPHY;LIGNIN;MASS SPECTROMETRY;METHYLATION;PYROLYSIS;SOFTWOODS;TEXTILE FIBERS;VEGETABLES;WOOD;CINNAMYL/GUAIACYL RATIO;HIERARCHICAL CLUSTER ANALYSIS;PRINCIPLE COMPONENT ANALYSIS;PYROLYSIS-GAS CHROMATOGRAPHY- MASS SPECTROMETRIES;SYRINGYL/GUAIACYL RATIO;TETRAMETHYL AMMONIUM HYDROXIDE;PRINCIPAL COMPONENT ANALYSIS;CHROMATOGRAPHY;LIGNINS;MASS SPECTROMETERS;PHENOLS"	"KRISTENSEN, R (CORRESPONDING AUTHOR), INST ENVIRONM SCI \& RES LTD, PRIVATE BAG 92021, AUCKLAND, NEW ZEALAND; KRISTENSEN, REBECCA; COULSON, SALLY; GORDON, AMANDA, INST ENVIRONM SCI \& RES LTD, AUCKLAND, NEW ZEALAND"	"INSTITUTE OF ENVIRONMENTAL SCIENCE,RESEARCH LIMITED,PRIVATE BAG 92021,AUCKLAND,NEW ZEALAND"	"INSTITUTE OF ENVIRONMENTAL SCIENCE,RESEARCH LIMITED,PRIVATE BAG 92021,AUCKLAND,NEW ZEALAND"	"10.1016/j.jaap.2009.04.009"	"JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS"	"ARTICLE"	"Scopus,WebOfScience"	"THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS;CHROMATOGRAPHY-MASS SPECTROMETRY;TETRAMETHYLAMMONIUM HYDROXIDE;WOOD;FIBRES;LIGNIN;SYRINGYL/GUAIACYL RATIO;CINNAMYL/GUAIACYL RATIO;PRINCIPLE COMPONENT ANALYSIS;HIERARCHICAL CLUSTER ANALYSIS;THERMALLY ASSISTED HYDROLYSIS AND METHYLATION PYROLYSIS GAS CHROMATOGRAPHY-MASS SPECTROMETRY"
"TIME-DEPENDENT CHANGES OF PATHOLOGY AFTER SKELETAL MUSCLE INJURY IN RATS"	2014	"YU T-S;GUAN D-W;LIU L;ZHAO R;ZHANG H-D;BAI R-F;GUO Z;ZHANG Y;ZHANG Z;WU D"	""	""	"COLLAGEN FIBERS DEPOSITION;  FIBROBLASTIC CELLS;  FORENSIC PATHOLOGY;  MONONUCLEAR CELLS;  POLYMORPHONUCLEAR LEUKOCYTES;  WOUND AGE DETERMINATION"	"EOSIN;HEMATOXYLIN;AGE DETERMINATION;ANGIOGENESIS;ANIMAL EXPERIMENT;ANIMAL MODEL;ANIMAL TISSUE;ARTICLE;CELL REGENERATION;COLLAGEN FIBER;CONTROLLED STUDY;GENERAL DEVICE;HISTOPATHOLOGY;IMAGE ANALYSIS;INFLAMMATORY CELL;INFLAMMATORY INFILTRATE;LIMB;MALE;MOLECULAR PATHOLOGY;MONONUCLEAR CELL;MUSCLE BLEEDING;MUSCLE CELL;MUSCLE FIBRIL;MUSCLE INJURY;MUSCLE NECROSIS;NONHUMAN;POLYMORPHONUCLEAR CELL;RAT;STAINING;TISSUE DEGENERATION;WEIGHT DROP DEVICE"	NA	"CENTER OF COLLABORATIVE INNOVATION FOR JUDICIAL CIVILIZATION,BEIJING,100192,CHINA; KEY LABORATORY OF EVIDENCE SCIENCE,CUPL,MINISTRY OF EDUCATION,CHINA; DEPARTMENT OF FORENSIC PATHOLOGY,SCHOOL OF FORENSIC MEDICINE,CHINA MEDICAL UNIVERSITY,SHENYANG,110001,CHINA; FORENSIC MEDICAL EXAMINATION AND IDENTIFICATION CENTER,BEIJING PUBLIC SECURITY BUREAU,100085,CHINA"	"CENTER OF COLLABORATIVE INNOVATION FOR JUDICIAL CIVILIZATION,BEIJING,100192,CHINA; KEY LABORATORY OF EVIDENCE SCIENCE,CUPL,MINISTRY OF EDUCATION,CHINA; DEPARTMENT OF FORENSIC PATHOLOGY,SCHOOL OF FORENSIC MEDICINE,CHINA MEDICAL UNIVERSITY,SHENYANG,110001,CHINA; FORENSIC MEDICAL EXAMINATION AND IDENTIFICATION CENTER,BEIJING PUBLIC SECURITY BUREAU,100085,CHINA"	"10.13618/j.issn.1001-5728.2014.05.009"	"CHINESE JOURNAL OF FORENSIC MEDICINE"	"ARTICLE"	"Scopus"	";COLLAGEN FIBERS DEPOSITION;FIBROBLASTIC CELLS;FORENSIC PATHOLOGY;MONONUCLEAR CELLS;POLYMORPHONUCLEAR LEUKOCYTES;WOUND AGE DETERMINATION"
"TOWARDS A \"FINGERPRINT\" OF PAPER NETWORK; SEPARATING FORGERIES FROM GENUINE BY THE PROPERTIES OF FIBRE STRUCTURE"	2014	"TAKALO J;TIMONEN J;SAMPO J;RANTALA M;SILTANEN S;LASSAS M"	""	""	"COUNTERFEIT BANKNOTES;  CURVELET;  FIBER NETWORK;  FIBER ORIENTATION;  FORENSIC SCIENCE"	"BIOLOGICAL MATERIALS;BIOMATERIALS;CRIME;FIBER REINFORCED MATERIALS;TERRORISM;COUNTERFEIT BANKNOTES;CURVELETS;FIBER NETWORKS;FIBRE STRUCTURE;FORENSIC SCIENCE;PAPER FIBER;POINT CLOUD;THREE-DIMENSIONAL PARAMETERS;FIBERS;NETWORKS;PAPER"	NA	"DEPARTMENT OF PHYSICS,UNIVERSITY OF JYVSKYL,FINLAND; NANOSCIENCE CENTER,FINLAND; ITMO UNIVERSITY,KRONVERKSKII AVE. 49,SAINT-PETERSBURG,197101,RUSSIAN FEDERATION; DEPARTMENT OF MATHEMATICS AND STATISTICS,TECHNICAL UNIVERSITY OF LAPPEENRANTA,FINLAND; DEPARTMENT OF MATHEMATICS AND STATISTICS,UNIVERSITY OF HELSINKI,FINLAND"	"DEPARTMENT OF PHYSICS,UNIVERSITY OF JYVSKYL,FINLAND; NANOSCIENCE CENTER,FINLAND; ITMO UNIVERSITY,KRONVERKSKII AVE. 49,SAINT-PETERSBURG,197101,RUSSIAN FEDERATION; DEPARTMENT OF MATHEMATICS AND STATISTICS,TECHNICAL UNIVERSITY OF LAPPEENRANTA,FINLAND; DEPARTMENT OF MATHEMATICS AND STATISTICS,UNIVERSITY OF HELSINKI,FINLAND"	"10.1117/12.2066809"	"PROCEEDINGS OF SPIE - THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING"	"CONFERENCE PAPER"	"Scopus"	";COUNTERFEIT BANKNOTES;CURVELET;FIBER NETWORK;FIBER ORIENTATION;FORENSIC SCIENCE"
